1-0	4-nummod	1-nsubj
307-0	1-amod	2-root
307-1	2-root	0-nmod

308-0	6-mark	1-mark
308-1	6-nsubj	38-root
308-2	4-case	1-nmod
308-3	4-nummod	4-nummod
308-4	6-nmod	1-nmod
308-5	2-compoundCOLprt	4-nmod
308-6	19-dep	5-nmod
308-7	6-amod	6-nmod
308-8	10-case	7-nmod
308-9	10-det	38-root
308-10	6-nmod	9-nmod
308-11	13-case	10-nmod
308-12	13-nummod	11-nummod
308-13	10-nmod	12-nmod
308-14	13-nmod	13-nmod
308-15	6-punct	12-punct
308-16	19-auxpass	12-nmod
308-17	19-expl	16-nmod
308-18	19-advmod	17-nmod
308-19	38-root	18-nmod
308-20	21-det	19-nmod
308-21	19-dobj	20-nmod
308-22	19-dep	21-nmod
308-23	25-amod	22-nmod
308-24	25-dep	23-nmod
308-25	35-nsubjpass	24-nmod
308-26	28-case	25-nmod
308-27	28-nmodCOLposs	26-nmod
308-28	25-nmod	27-nmod
308-29	28-nmod	28-nmod
308-30	29-dep	29-nmod
308-31	32-amod	30-nmod
308-32	30-dobj	31-nmod
308-33	30-dep	32-nmod
308-34	35-auxpass	33-nmod
308-35	22-dep	34-nmod
308-36	35-advmod	35-nmod
308-37	19-punct	9-punct

309-0	2-det	15-root
309-1	2-amod	0-nmod
309-2	11-nsubjpass	15-root
309-3	4-case	2-nmod
309-4	2-nmod	3-nmod
309-5	9-nummod	2-nummod
309-6	9-dep	5-nmod
309-7	9-dep	5-cc
309-8	9-nummod	5-nummod
309-9	4-nmodCOLposs	8-nmod
309-10	11-auxpass	9-nmod
309-11	15-root	10-nmod
309-12	13-case	11-nmod
309-13	11-nmod	12-nmod
309-14	11-punct	2-punct

310-0	4-nsubj	1-nummod
310-1	0-dep	26-root
310-2	3-case	1-nmod
310-3	0-nmod	2-nmod
310-4	26-root	3-nmod
310-5	6-det	4-nmod
310-6	4-dobj	5-nmod
310-7	4-punct	1-punct
310-8	4-cc	1-cc
310-9	20-amod	1-nmod
310-10	20-dep	9-nmod
310-11	20-punct	1-punct
310-12	13-amod	1-nmod
310-13	20-amod	12-nmod
310-14	20-punct	13-punct
310-15	20-dep	13-nmod
310-16	20-punct	13-punct
310-17	18-det	26-root
310-18	20-dep	17-nmod
310-19	20-dep	17-cc
310-20	21-nsubj	17-nmod
310-21	4-conj	20-nmod
310-22	21-amod	26-root
310-23	21-dobj	22-nmod
310-24	21-dep	23-nmod
310-25	4-punct	22-punct

311-0	1-advmod	23-root
311-1	23-root	0-nmod
311-2	1-nsubj	1-nmod
311-3	2-nummod	2-nummod
311-4	3-dep	3-nmod
311-5	9-punct	3-punct
311-6	9-mark	7-mark
311-7	9-nsubj	3-nmod
311-8	9-advmod	7-nmod
311-9	1-dobj	8-nmod
311-10	9-dep	9-nmod
311-11	10-dep	23-root
311-12	11-dep	11-nmod
311-13	16-punct	11-punct
311-14	16-mark	15-mark
311-15	16-nsubj	11-nmod
311-16	12-dobj	15-nmod
311-17	18-case	16-nmod
311-18	16-nmod	17-nmod
311-19	21-case	18-nmod
311-20	21-det	19-nmod
311-21	18-nmod	20-nmod
311-22	1-punct	11-punct

312-0	2-nsubj	1-expl
312-1	2-cop	11-root
312-2	11-root	1-nmod
312-3	5-punct	1-punct
312-4	5-nsubj	1-nmod
312-5	2-aclCOLrelcl	4-nmod
312-6	8-case	1-nmod
312-7	5-punct	1-punct
312-8	5-nmod	1-nmod
312-9	8-punct	1-punct
312-10	2-punct	1-punct

313-0	3-dep	19-root
313-1	0-nmod	0-nummod
313-2	3-amod	1-nmod
313-3	4-dep	2-nmod
313-4	19-root	3-nmod
313-5	4-nsubj	4-nmod
313-6	4-advmod	5-nmod
313-7	4-punct	0-punct
313-8	10-punct	0-punct
313-9	10-nsubj	0-nmod
313-10	4-dep	9-nmod
313-11	10-dep	10-nmod
313-12	15-punct	0-punct
313-13	15-mark	14-mark
313-14	15-nsubj	19-root
313-15	11-dep	14-nmod
313-16	17-det	15-nmod
313-17	15-dobj	16-nmod
313-18	10-punct	14-punct

314-0	4-nsubj	1-expl
314-1	4-cop	12-root
314-2	4-det	1-nmod
314-3	4-amod	2-nmod
314-4	7-dep	3-nmod
314-5	4-punct	1-punct
314-6	4-punct	1-punct
314-7	12-root	1-nmod
314-8	9-punct	1-punct
314-9	7-nsubj	1-nmod
314-10	9-punct	1-punct
314-11	7-punct	1-punct

315-0	27-root	1-cc
315-1	4-case	27-root
315-2	4-det	1-nmod
315-3	4-amod	2-nmod
315-4	10-nmod	3-nmod
315-5	7-case	4-nmod
315-6	7-nmodCOLposs	5-nmod
315-7	4-nmod	6-nmod
315-8	10-cop	7-nmod
315-9	10-nsubj	8-nmod
315-10	0-conj	7-nmod
315-11	10-dep	10-nmod
315-12	17-punct	1-punct
315-13	17-mark	14-mark
315-14	15-det	1-nmod
315-15	17-nsubj	14-nmod
315-16	17-aux	15-nmod
315-17	11-dep	16-nmod
315-18	19-det	17-nmod
315-19	17-dobj	18-nmod
315-20	17-cc	14-cc
315-21	17-conj	14-nmod
315-22	24-det	21-nmod
315-23	24-amod	22-nmod
315-24	25-nmodCOLtemp	23-nmod
315-25	21-advmod	24-nmod
315-26	0-punct	1-punct

316-0	1-punct	1-punct
316-1	12-dep	17-root
316-2	1-nsubj	3-advmodCOLemph
316-3	1-dobj	1-nmod
316-4	3-dep	3-nmod
316-5	8-punct	1-punct
316-6	8-mark	7-mark
316-7	8-nsubj	1-nmod
316-8	4-dep	7-nmod
316-9	8-dep	8-nmod
316-10	8-punct	1-punct
316-11	1-punct	1-punct
316-12	17-root	1-nmod
316-13	14-name	12-nmod
316-14	12-nsubj	13-nmod
316-15	14-name	14-nmod
316-16	12-punct	1-punct

317-0	8-root	8-root
317-1	0-punct	0-punct
317-2	4-punct	0-punct
317-3	4-advmod	0-nmod
317-4	0-dep	3-nmod
317-5	4-nsubj	4-nmod
317-6	4-dobj	0-dobj
317-7	4-punct	0-punct

318-0	4-nsubj	15-root
318-1	4-aux	0-nmod
318-2	4-advmod	1-nmod
318-3	4-neg	2-nmod
318-4	15-root	3-nmod
318-5	6-case	1-nmod
318-6	4-nmod	5-nmod
318-7	10-punct	0-punct
318-8	10-mark	9-mark
318-9	10-expl	0-nmod
318-10	4-dep	9-nmod
318-11	10-dobj	10-nmod
318-12	13-case	15-root
318-13	10-nmod	12-nmod
318-14	4-punct	12-punct

319-0	5-advmod	23-root
319-1	5-aux	0-nmod
319-2	3-det	1-nmod
319-3	5-nsubj	1-nmod
319-4	5-advmod	3-nmod
319-5	23-root	4-nmod
319-6	5-dobj	5-nmod
319-7	5-punct	0-punct
319-8	5-cc	0-cc
319-9	10-nsubj	0-expl
319-10	5-conj	9-nmod
319-11	10-neg	10-nmod
319-12	10-dobj	11-nmod
319-13	16-punct	0-punct
319-14	16-mark	15-mark
319-15	16-nsubj	0-nmod
319-16	9-dep	15-nmod
319-17	18-case	16-nmod
319-18	16-nmod	17-nmod
319-19	20-case	23-root
319-20	16-nmod	19-nmod
319-21	16-punct	19-punct
319-22	5-punct	19-punct

320-0	1-punct	1-punct
320-1	24-root	24-root
320-2	1-punct	1-punct
320-3	1-punct	1-punct
320-4	16-punct	1-punct
320-5	16-nsubj	1-nmod
320-6	16-aux	5-nmod
320-7	16-dep	6-nmod
320-8	11-case	7-nmod
320-9	11-det	8-nmod
320-10	11-det	9-nmod
320-11	7-nmod	10-nmod
320-12	16-punct	1-punct
320-13	16-mark	14-mark
320-14	16-nsubj	1-nmod
320-15	16-aux	14-nmod
320-16	1-dep	1-nmod
320-17	19-case	16-nmod
320-18	19-det	17-nmod
320-19	16-nmod	18-nmod
320-20	21-case	24-root
320-21	19-nmod	20-nmod
320-22	16-punct	20-punct
320-23	16-punct	20-punct

321-0	2-mark	1-mark
321-1	2-nsubj	22-root
321-2	6-dep	1-nmod
321-3	4-case	2-nmod
321-4	2-nmod	3-nmod
321-5	2-punct	1-punct
321-6	22-root	1-nmod
321-7	6-nsubj	6-nmod
321-8	6-advmod	7-nmod
321-9	11-case	8-nmod
321-10	11-det	9-nmod
321-11	6-nmod	10-nmod
321-12	14-case	11-nmod
321-13	14-punct	14-punct
321-14	11-nmod	1-nmod
321-15	14-punct	14-punct
321-16	17-case	14-nmod
321-17	12-nmod	16-nmod
321-18	20-case	17-nmod
321-19	20-det	18-nmod
321-20	17-nmod	19-nmod
321-21	6-punct	1-punct

322-0	2-nsubj	17-root
322-1	2-aux	0-nmod
322-2	17-root	1-nmod
322-3	2-nmodCOLloc	2-nmod
322-4	6-case	3-nmod
322-5	6-det	4-nmod
322-6	3-nmod	5-nmod
322-7	2-dep	6-nmod
322-8	7-dep	17-root
322-9	8-dep	8-nmod
322-10	9-dobj	9-nmod
322-11	15-punct	8-punct
322-12	15-mark	14-mark
322-13	15-nsubj	14-expl
322-14	15-cop	8-nmod
322-15	2-amod	14-nmod
322-16	2-punct	8-punct
