1-0	4-nummod	3-nummod
315-4	10-nmod	27-root
315-5	7-case	6-case
315-6	7-nmodCOLposs	27-root
315-7	4-nmod	6-nmod
315-8	10-cop	27-root
315-9	10-nsubj	27-root
315-10	0-conj	27-root
315-11	10-dep	27-root
315-12	17-punct	27-punct
315-13	17-mark	27-mark
315-14	15-det	27-det
315-15	17-nsubj	27-root
315-16	17-aux	17-aux
315-17	11-dep	15-conj
315-18	19-det	19-det
315-19	17-dobj	17-dobj
315-20	17-cc	17-cc
315-21	17-conj	15-conj
315-22	24-det	24-det
315-23	24-amod	24-amod
315-24	25-nmodCOLtemp	21-dobj
315-25	21-advmod	21-advmod
315-26	0-punct	15-punct

316-0	1-punct	1-punct
316-1	12-dep	17-root
316-2	1-nsubj	8-nsubj
316-3	1-dobj	8-nsubj
316-4	3-dep	8-case
316-5	8-punct	8-punct
316-6	8-mark	8-mark
316-7	8-nsubj	8-nsubj
316-8	4-dep	1-ccomp
316-9	8-dep	8-advcl
316-10	8-punct	9-punct
316-11	1-punct	9-punct
316-12	17-root	17-root
316-13	14-name	17-root
316-14	12-nsubj	15-name
316-15	14-name	13-nmod
316-16	12-punct	13-punct

317-0	8-root	4-nmod
317-1	0-punct	0-punct
317-2	4-punct	4-punct
317-3	4-advmod	4-advmod
317-4	0-dep	8-root
317-5	4-nsubj	6-nsubj
317-6	4-dobj	4-dobj
317-7	4-punct	4-punct

318-0	4-nsubj	4-nsubj
318-1	4-aux	4-aux
318-2	4-advmod	4-advmod
318-3	4-neg	4-advmod
318-4	15-root	15-root
318-5	6-case	6-case
318-6	4-nmod	4-dobj
318-7	10-punct	10-punct
318-8	10-mark	10-mark
318-9	10-expl	10-mark
318-10	4-dep	4-conj
318-11	10-dobj	13-nsubj
318-12	13-case	13-case
318-13	10-nmod	10-nmod
318-14	4-punct	4-punct

319-0	5-advmod	5-advmod
319-1	5-aux	5-aux
319-2	3-det	3-det
319-3	5-nsubj	5-nmod
319-4	5-advmod	5-advmod
319-5	23-root	23-root
319-6	5-dobj	5-dobj
319-7	5-punct	5-punct
319-8	5-cc	5-cc
319-9	10-nsubj	10-nsubj
319-10	5-conj	5-ccomp
319-11	10-neg	12-advmod
319-12	10-dobj	10-dobj
319-13	16-punct	16-punct
319-14	16-mark	16-mark
319-15	16-nsubj	16-nsubj
319-16	9-dep	5-ccomp
319-17	18-case	18-case
319-18	16-nmod	16-nmod
319-19	20-case	20-case
319-20	16-nmod	18-nmod
319-21	16-punct	18-punct
319-22	5-punct	5-punct

320-0	1-punct	1-punct
320-1	24-root	7-nsubj
320-2	1-punct	1-punct
320-3	1-punct	1-punct
320-4	16-punct	7-punct
320-5	16-nsubj	7-nsubj
320-6	16-aux	7-aux
320-7	16-dep	24-root
320-8	11-case	11-case
320-9	11-det	11-det
320-10	11-det	11-det
320-11	7-nmod	7-dobj
320-12	16-punct	16-punct
320-13	16-mark	16-mark
320-14	16-nsubj	16-nsubj
320-15	16-aux	16-aux
320-16	1-dep	7-ccomp
320-17	19-case	19-case
320-18	19-det	19-det
320-19	16-nmod	16-nmod
320-20	21-case	21-case
320-21	19-nmod	19-nmod
320-22	16-punct	19-punct
320-23	16-punct	7-punct

321-0	2-mark	2-mark
321-1	2-nsubj	2-nsubj
321-2	6-dep	22-root
321-3	4-case	4-case
321-4	2-nmod	2-nmod
321-5	2-punct	2-punct
321-6	22-root	22-root
321-7	6-nsubj	6-dobj
321-8	6-advmod	11-advmod
321-9	11-case	11-case
321-10	11-det	11-det
321-11	6-nmod	7-nmod
321-12	14-case	14-case
321-13	14-punct	14-punct
321-14	11-nmod	11-nmod
321-15	14-punct	6-punct
321-16	17-case	17-case
321-17	12-nmod	20-nsubj
321-18	20-case	20-case
321-19	20-det	20-det
321-20	17-nmod	6-nmod
321-21	6-punct	6-punct

322-0	2-nsubj	2-nsubj
322-1	2-aux	2-aux
322-2	17-root	17-root
322-3	2-nmodCOLloc	6-advmod
322-4	6-case	6-case
322-5	6-det	6-det
322-6	3-nmod	2-dobj
322-7	2-dep	9-case
322-8	7-dep	9-mark
322-9	8-dep	2-conj
322-10	9-dobj	9-dobj
322-11	15-punct	15-punct
322-12	15-mark	15-mark
322-13	15-nsubj	15-nsubj
322-14	15-cop	15-aux
322-15	2-amod	9-conj
322-16	2-punct	2-punct
